Time	SecL	RPM	MAP	Boost psi	TPS	TPSADC	MAF	MAFload	MAF volts	MAF Freq	AFR	MAT	CLT	Engine	Batt V	EGO cor1	Fuel: Air cor	Fuel: Warmup cor	Fuel: Baro cor	Fuel: Total cor	Fuel: Accel enrich	Fuel: Accel PW	VE1	PW	Duty Cycle1	VE2	PW2	Duty Cycle2	VE1 raw	VE2 raw	VE3 raw	VE4 raw	Seq PW1	Seq PW2	Seq PW3	Seq PW4	Seq PW5	Seq PW6	Seq PW7	Seq PW8	Seq PW9	Seq PW10	Seq PW11	Seq PW12	SPK: Spark Advance	SPK: Knock retard	Knock in	SPK: Cold advance	SPK: Traction retard	SPK: CEL retard	SPK: Fuel cut retard	SPK: External advance	SPK: Base Spark Advance	SPK: Idle Correction Advance	SPK: MAT Retard	SPK: Flex Advance	SPK: Spark Table 1	SPK: Spark Table 2	SPK: Spark Table 3	SPK: Spark Table 4	SPK: Revlim Retard	SPK: ALS Timing	SPK: Launch Timing	SPK: 3-step Timing	SPK: Launch VSS Retard	Dwell	Barometer	PWM Idle duty	Closed-loop idle target RPM	Closed-loop idle RPM error	AFR 1 Target	AFR 2 Target	AFR 1 Error	AFR 2 Error	TPSdot	MAPdot	RPMdot	Load	Secondary load	Ign load	Secondary ign load	AFR load	Injector timing pri	Injector timing sec	ECU Temperature	canin1_8	canout1_8	canout9_16	Timing err	Lost sync count	Lost sync reason	Fuel flow cc/min	VSS1	VSS1 ms-1	MPG(USA	MPG(UK	VSS1dot	Status1	Status2	Status3	Status4	Status5	Status5s	Status6	Status7	Status8	Status9	TPS accel	MAP accel	Total accel	porta	portb	porteh	portk	portmj	portp	portt	CEL status	CEL status2	CEL error code	Fuel temperature cor	Fuel pressure cor	Engine in cruise state	Engine accelerating slowly	Engine decelerating slowly	Engine in overrun	Engine idling	Engine WOT	TC slip * time	Loop	CAN error bits	CAN error count	Mainloop time	Fuel Flow cc	Fuel Flow lph	Gallons Used	Trip Meter Miles	Odometer Miles	Vehicle Speed	Power	Torque	Odometer_Miles
	s	RPM	kPa		%	ADC	g/sec	kPa	V		AFR	F	F	bit	v	%	%	%	%	%	%	ms	%	ms	%	%	ms	%	%	%	%	%	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	ms	deg	deg	%	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	ms	kPa	%	rpm	rpm	AFR	AFR			%/s	kPa/s	rpm/sec	kPa	%	%	%	kPa	deg	deg					%			cc/min	MPH	ms-1			ms-2											%	%	%	bit	bit	bit	bit	bit	bit	bit	bit	bit	bit	%	%											us	cc/min	l/hr	Gal	Miles	Miles	MPH	HP	lbft	Miles
219.436	562	4573	101.2	0.6	30.2	286	0.00	0.0	0.000	38	12.50	94.2	210.9	17	14.1	100.0	99.7	100	100.0	99	103	0.300	91.3	8.727	33.3	91.3	8.617	32.8	91.3	0.0	100.0	0.0	8.877	8.877	8.877	8.877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3	0.0	0.0	0.0	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	14.9	886	3687	12.8	12.8	-0.3	-12.8	14.3	10.0	1730	101.2	0.0	101.2	0.0	101.2	103.8	0.0	13.2	0	0	0	-10.0	0	0	260	2.7	1.2	0.7	0.8	0.1	136	0	0	0	0	0	64	0	0	0	15.6	0.0	4.6	9	255	23	246	128	4	69	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	731	494.7	29.4	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.503	562	4697	104.3	1.1	31.5	296	0.00	0.0	0.000	38	12.80	94.2	210.9	17	14.0	100.0	99.7	100	100.0	99	106	0.600	87.8	9.268	36.3	87.8	8.553	33.5	87.8	0.0	100.0	0.0	9.268	9.268	9.268	9.268	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	0.0	0.0	0.0	21.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	14.9	886	3811	12.7	12.7	0.1	-12.7	19.1	46.0	2110	104.3	0.0	104.3	0.0	104.3	104.8	0.0	13.2	0	0	0	11.0	0	0	260	2.7	1.2	0.7	0.8	0.1	136	0	0	0	0	0	64	0	0	0	31.8	0.0	8.6	4	253	23	247	136	4	68	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	731	543.7	32.3	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.571	562	4795	107.1	1.5	32.6	300	0.00	0.0	0.000	38	12.80	94.3	210.9	17	14.0	100.0	99.7	100	100.0	99	101	0.100	87.0	8.914	35.6	87.0	8.709	34.8	87.0	0.0	100.0	0.0	8.948	8.948	8.948	8.948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3	0.0	0.0	0.0	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	14.9	886	3909	12.6	12.6	0.2	-12.6	12.9	40.0	1490	107.1	0.0	107.1	0.0	107.1	105.3	0.0	13.2	0	0	0	-15.0	0	0	260	2.7	1.2	0.7	0.8	0.1	136	0	0	0	0	0	64	0	0	0	10.8	0.0	2.7	3	255	23	246	128	4	69	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	731	531.3	31.5	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.638	562	4910	107.9	1.6	33.1	305	0.00	0.0	0.000	38	13.20	94.4	210.9	17	14.0	100.0	99.7	100	100.0	99	100	0.000	88.2	8.941	36.6	88.2	8.919	36.5	88.2	0.0	100.0	0.0	8.934	8.934	8.934	8.934	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3	0.0	0.0	0.0	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	14.9	886	4024	12.6	12.6	0.6	-12.6	9.9	21.0	1530	107.9	0.0	107.9	0.0	107.9	106.1	0.0	13.2	0	0	0	-6.0	0	0	260	2.9	1.3	0.7	0.8	0.1	136	0	0	0	0	0	64	0	0	0	1.0	0.0	0.2	9	255	23	246	128	4	69	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	731	545.9	32.4	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.706	562	5206	110.3	1.9	34.2	310	0.00	0.0	0.000	38	14.10	94.4	210.9	17	14.0	100.0	99.7	100	100.0	99	102	0.200	97.5	10.459	45.4	97.5	10.043	43.6	97.5	0.0	100.0	0.0	10.247	10.247	10.247	10.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9	0.0	0.0	0.0	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	14.9	886	4320	12.5	12.5	1.6	-12.5	14.8	35.0	2370	110.3	0.0	110.3	0.0	110.3	108.1	0.0	13.2	0	0	0	1.0	0	0	260	2.9	1.3	0.7	0.8	0.2	136	0	0	0	0	0	64	0	0	0	17.2	0.0	2.8	9	254	23	247	136	4	64	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	731	689.4	40.9	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.773	563	5450	100.3	0.5	26.0	234	0.00	0.0	0.000	38	12.70	94.4	210.9	33	14.0	100.0	99.7	100	100.0	99	100	0.000	87.6	8.794	39.9	87.6	8.794	39.9	87.6	0.0	100.0	0.0	8.182	8.182	8.182	8.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	14.9	886	4564	12.8	12.8	-0.1	-12.8	-193.3	-175.0	3810	100.3	0.0	100.3	0.0	100.3	109.7	0.0	13.2	0	0	0	0.0	0	0	260	3.1	1.4	0.8	0.9	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	9	254	23	245	136	4	64	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	731	594.7	35.3	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.840	563	5409	58.5	-5.6	5.8	116	0.00	0.0	0.000	38	10.90	94.4	210.9	33	14.0	100.0	99.7	100	100.0	99	100	0.000	68.9	4.406	19.9	68.9	4.406	19.9	68.9	0.0	100.0	0.0	4.033	4.033	4.033	4.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.4	0.0	0.0	0.0	32.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	14.9	886	4523	13.5	13.5	-2.6	-13.5	-287.3	-678.0	2630	58.5	0.0	58.5	0.0	58.5	96.0	0.0	13.0	0	0	0	0.0	0	0	260	3.4	1.5	0.8	1.0	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	8	255	23	246	128	4	69	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	731	257.9	15.3	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.907	563	5034	28.7	-9.9	0.1	94	0.00	0.0	0.000	38	10.30	94.4	210.9	33	14.0	100.0	99.7	100	100.0	99	100	0.000	39.4	1.763	7.4	39.4	1.763	7.4	39.4	0.0	100.0	0.0	1.763	1.763	1.763	1.763	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	4148	13.1	13.1	-2.8	-13.1	-122.7	-390.0	-3140	28.7	0.0	28.7	0.0	28.7	90.0	0.0	13.2	0	0	0	0.0	0	0	260	3.4	1.5	0.8	1.0	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	254	23	243	136	4	64	0	0	0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	731	53.8	3.2	2.3	0.00	0.00	0.00	0.0	0.0	0.0
219.974	563	4898	18.1	-11.4	0.1	94	0.00	0.0	0.000	38	13.00	94.5	210.9	33	14.0	100.0	99.7	100	100.0	99	100	0.000	30.6	1.309	5.3	30.6	1.309	5.3	30.6	0.0	100.0	0.0	1.309	1.309	1.309	1.309	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	4012	13.2	13.2	-0.2	-13.2	-1.2	-120.0	-3960	18.1	0.0	18.1	0.0	18.1	90.0	0.0	13.2	0	0	0	0.0	0	0	324	3.4	1.5	0.7	0.8	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	253	23	243	136	4	100	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	731	21.2	1.3	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.041	563	4764	15.3	-11.8	0.1	93	0.00	0.0	0.000	38	12.80	94.6	210.9	1	14.0	100.0	99.7	100	100.0	99	100	0.000	22.5	1.126	4.5	22.5	1.126	4.5	22.5	0.0	100.0	0.0	1.126	1.126	1.126	1.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3878	13.2	13.2	-0.4	-13.2	-0.1	-44.0	-2350	15.3	0.0	15.3	0.0	15.3	90.0	0.0	13.2	0	0	0	-7.0	0	0	324	3.1	1.4	0.6	0.7	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	254	23	243	136	4	96	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	731	8.4	0.5	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.108	563	4635	14.5	-12.0	0.1	93	0.00	0.0	0.000	38	12.60	94.6	210.9	1	14.0	100.0	99.7	100	100.0	99	100	0.000	17.9	1.058	4.1	17.9	1.058	4.1	17.9	0.0	100.0	0.0	1.050	1.050	1.050	1.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3749	13.2	13.2	-0.6	-13.2	-0.4	-13.0	-2360	14.5	0.0	14.5	0.0	14.5	90.0	0.0	13.2	0	0	0	-12.0	0	0	324	3.1	1.4	0.6	0.7	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	68	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	759	3.8	0.2	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.175	563	4520	14.0	-12.0	0.1	94	0.00	0.0	0.000	38	12.40	94.7	210.9	1	14.1	100.0	99.7	100	100.0	99	100	0.000	16.7	1.009	3.8	16.7	1.009	3.8	16.7	0.0	100.0	0.0	1.009	1.009	1.009	1.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3634	13.2	13.2	-0.8	-13.2	0.8	-11.0	-2130	14.0	0.0	14.0	0.0	14.0	90.0	0.0	13.2	0	0	0	-13.0	0	0	324	3.1	1.4	0.6	0.7	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	65	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	759	0.6	0.0	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.243	563	4431	13.6	-12.1	0.1	94	0.00	0.0	0.000	38	12.50	94.8	210.9	1	14.1	100.0	99.7	100	100.0	99	100	0.000	15.1	0.988	3.6	15.1	0.988	3.6	15.1	0.0	100.0	0.0	0.986	0.986	0.986	0.986	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3545	13.2	13.2	-0.7	-13.2	1.3	-5.0	-1770	13.6	0.0	13.6	0.0	13.6	90.0	0.0	13.2	0	0	0	-13.0	0	0	324	3.1	1.4	0.6	0.7	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	242	128	4	69	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	759	0.0	0.0	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.310	563	4310	13.6	-12.1	0.3	97	0.00	0.0	0.000	38	12.50	94.8	210.9	1	14.1	100.0	99.7	100	100.0	99	100	0.000	13.9	0.970	3.5	13.9	0.970	3.5	13.9	0.0	100.0	0.0	0.973	0.973	0.973	0.973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3424	13.2	13.2	-0.7	-13.2	3.5	0.0	-1640	13.6	0.0	13.6	0.0	13.6	90.0	0.0	13.0	0	0	0	-14.0	0	0	324	3.1	1.4	0.6	0.7	0.2	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	0	255	23	243	136	4	97	0	0	0	0.0	0.0	0	0	1	1	0	0	0	0	0	0	759	0.0	0.0	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.377	563	4207	14.7	-11.9	6.6	154	0.00	0.0	0.000	38	12.40	94.8	210.9	17	14.1	100.0	99.7	100	100.0	99	161	1.500	13.1	2.479	8.7	13.1	0.975	3.4	13.1	0.0	100.0	0.0	2.479	2.479	2.479	2.479	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3321	13.2	13.2	-0.8	-13.2	94.2	15.0	-1690	14.7	0.0	14.7	0.0	14.7	90.0	0.0	13.2	0	0	0	-11.0	0	0	324	3.1	1.4	0.6	0.7	0.2	136	0	0	0	0	0	64	0	0	0	53.8	0.0	20.6	4	254	23	242	128	4	97	0	0	0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	759	87.1	5.2	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.444	563	4238	38.1	-8.5	20.3	233	0.00	0.0	0.000	38	11.80	94.8	210.9	17	14.1	100.0	99.7	100	100.0	99	146	1.600	43.9	3.504	12.4	43.9	1.759	6.2	43.9	0.0	100.0	0.0	3.861	3.861	3.861	3.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3352	13.2	13.2	-1.4	-13.2	178.3	401.0	-1600	38.1	0.0	38.1	0.0	38.1	90.0	0.0	13.0	0	0	0	7.0	0	0	324	3.1	1.4	0.6	0.7	0.2	136	0	0	0	0	0	64	0	0	0	62.0	0.0	23.1	0	255	23	247	136	4	69	0	0	0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	759	148.6	8.8	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.511	563	3899	81.7	-2.2	28.1	275	0.00	0.0	0.000	38	12.50	94.8	210.9	17	14.2	100.0	99.7	100	100.0	99	124	1.800	81.9	7.596	24.7	81.9	5.792	18.8	81.9	0.0	100.0	0.0	8.013	8.013	8.013	8.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3	0.0	0.0	0.0	25.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.6	886	3013	13.3	13.3	-0.8	-13.3	139.2	660.0	-440	81.7	0.0	81.7	0.0	81.7	96.5	0.0	13.2	0	0	0	-13.0	0	0	324	3.4	1.5	0.7	0.8	0.2	136	0	0	0	0	0	64	0	0	0	58.6	0.0	25.1	2	255	23	246	128	4	97	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	759	360.0	21.4	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.578	563	3193	97.8	0.1	29.0	277	0.00	0.0	0.000	38	17.60	94.8	210.9	17	14.2	100.0	99.7	100	100.0	99	108	0.800	90.0	9.492	25.3	90.0	8.032	21.4	90.0	0.0	100.0	0.0	9.054	9.054	9.054	9.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.9	0.0	0.0	0.0	20.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.2	886	2307	12.8	12.8	4.8	-12.8	16.0	219.0	-4390	97.8	0.0	97.8	0.0	97.8	94.4	0.0	13.0	0	0	0	13.0	0	0	324	3.6	1.6	0.7	0.8	0.1	136	0	0	0	0	0	64	0	0	0	21.4	0.0	12.3	2	254	23	247	136	4	96	0	0	0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	759	379.6	22.5	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.645	563	2776	102.7	0.8	29.6	285	0.00	0.0	0.000	38	13.00	94.8	210.9	17	14.2	100.0	99.7	100	100.0	99	100	0.000	86.8	8.156	18.9	86.8	8.112	18.8	86.8	0.0	100.0	0.0	8.405	8.405	8.405	8.405	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.7	0.0	0.0	0.0	19.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.2	886	1890	12.6	12.6	0.4	-12.6	9.0	81.0	-9260	102.7	0.0	102.7	0.0	102.7	91.8	0.0	13.2	0	0	0	-17.0	0	0	324	3.4	1.5	0.7	0.8	0.1	136	0	0	0	0	0	64	0	0	0	0.8	0.0	0.5	8	255	23	246	128	4	101	0	0	0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	759	278.1	16.5	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.712	564	2927	106.3	1.4	37.6	354	0.00	0.0	0.000	38	12.00	94.8	210.9	17	14.2	100.0	99.7	100	100.0	99	122	2.600	95.6	11.882	29.0	95.6	9.320	22.7	95.6	0.0	100.0	0.0	11.882	11.882	11.882	11.882	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5	0.0	0.0	0.0	19.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	17.2	886	2041	12.6	12.6	-0.6	-12.6	118.4	64.0	-5680	106.3	0.0	106.3	0.0	106.3	92.8	0.0	13.2	0	0	0	-13.0	0	0	324	3.4	1.5	0.7	0.8	0.1	136	0	0	0	0	0	64	0	0	0	56.5	0.0	36.8	6	255	23	247	136	4	68	0	0	0	0.0	0.0	0	0	1	0	0	0	0	0	0	0	759	445.9	26.5	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.780	564	3244	109.9	1.9	51.1	418	0.00	0.0	0.000	38	13.10	94.8	210.9	17	14.2	100.0	99.7	100	100.0	99	120	2.600	101.5	13.209	35.7	101.5	10.384	28.1	101.5	0.0	100.0	0.0	12.989	12.989	12.989	12.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5	0.0	0.0	0.0	19.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.9	886	2358	12.5	12.5	0.6	-12.5	178.0	62.0	2510	109.9	0.0	109.9	0.0	109.9	95.0	0.0	13.2	0	0	0	12.0	0	0	324	3.1	1.4	0.6	0.7	0.0	136	0	0	0	0	0	64	0	0	0	61.9	0.0	36.2	2	254	23	247	136	4	64	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	714	554.5	32.9	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.847	564	3176	111.5	2.1	51.4	417	0.00	0.0	0.000	38	9.70	94.8	210.9	17	14.2	100.0	99.7	100	100.0	99	108	1.000	102.1	12.310	32.6	102.1	10.536	27.9	102.1	0.0	100.0	0.0	11.579	11.579	11.579	11.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.4	0.0	0.0	0.0	19.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.9	886	2290	12.5	12.5	-2.8	-12.5	16.7	21.0	2790	111.5	0.0	111.5	0.0	111.5	94.5	0.0	13.2	0	0	0	13.0	0	0	324	3.4	1.5	0.7	0.8	0.0	136	0	0	0	0	0	64	0	0	0	23.6	0.0	14.2	1	253	23	247	136	4	100	0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	714	502.9	29.9	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.914	564	3167	112.4	2.2	50.2	410	0.00	0.0	0.000	38	9.10	94.8	210.9	33	14.2	100.0	99.7	100	100.0	99	100	0.000	101.4	10.554	27.9	101.4	10.554	27.9	101.4	0.0	100.0	0.0	10.554	10.554	10.554	10.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.3	0.0	0.0	0.0	19.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.9	886	2281	12.5	12.5	-3.4	-12.5	-16.7	17.0	-90	112.4	0.0	112.4	0.0	112.4	94.4	0.0	13.2	0	0	0	-11.0	0	0	324	3.4	1.5	0.7	0.8	0.0	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	8	255	23	247	136	4	101	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	714	423.6	25.1	2.3	0.00	0.00	0.00	0.0	0.0	0.0
220.981	564	3257	113.2	2.4	49.9	408	0.00	0.0	0.000	38	11.30	94.8	210.9	33	14.1	100.0	99.7	100	100.0	99	100	0.000	99.1	10.566	28.7	99.1	10.566	28.7	99.1	0.0	100.0	0.0	10.498	10.498	10.498	10.498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.2	0.0	0.0	0.0	19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	886	2371	12.4	12.4	-1.1	-12.4	-7.4	12.0	-170	113.2	0.0	113.2	0.0	113.2	95.0	0.0	13.0	0	0	0	-13.0	0	0	297	3.4	1.5	0.7	0.9	-0.1	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	4	255	23	246	128	4	101	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	714	436.2	25.9	2.3	0.00	0.00	0.00	0.0	0.0	0.0
221.048	564	3349	114.0	2.5	50.0	410	0.00	0.0	0.000	38	12.00	94.8	210.9	1	14.1	100.0	99.7	100	100.0	99	100	0.000	97.1	10.369	28.9	97.1	10.369	28.9	97.1	0.0	100.0	0.0	10.369	10.369	10.369	10.369	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.1	0.0	0.0	0.0	19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	886	2463	12.4	12.4	-0.4	-12.4	2.6	12.0	700	114.0	0.0	114.0	0.0	114.0	95.7	0.0	13.2	0	0	0	12.0	0	0	297	3.4	1.5	0.7	0.9	-0.1	136	0	0	0	0	0	64	0	0	0	0.0	0.0	0.0	6	255	23	247	136	4	100	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	714	439.3	26.1	2.3	0.00	0.00	0.00	0.0	0.0	0.0
221.116	564	3395	115.2	2.7	50.3	411	0.00	0.0	0.000	38	11.80	94.8	210.9	17	14.1	100.0	99.7	100	100.0	99	100	0.000	95.5	10.313	29.2	95.5	10.298	29.1	95.5	0.0	100.0	0.0	10.325	10.325	10.325	10.325	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00	96.9	16.5	886	2509	12.4	12.4	-0.6	-12.4	5.1	17.0	530	115.2	0.0	115.2	0.0	115.2	96.0	0.0	13.2	0	0	0	-20.0	0	0	297	3.4	1.5	0.7	0.9	-0.1	136	0	0	0	0	0	64	0	0	0	0.5	0.0	0.2	2	255	23	246	128	4	65	0	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	714	442.6	26.3	2.3	0.00	0.00	0.00	0.0	0.0	0.0
